ip,time,method,url,status,size,duration,referer,agent,class
139.136.19.0,6/9/2024 0:55,POST,/profile,301,3561,2366,https://www.hood-jones.com/,"Mozilla/5.0 (iPad; CPU iPad OS 3_2_2 like Mac OS X) AppleWebKit/532.1 (KHTML, like Gecko) CriOS/58.0.804.0 Mobile/42Z577 Safari/532.1",normal
23.108.156.121,3/17/2024 6:04,POST,/comment,403,4765,4090,https://richards-sims.info/,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/21.0.890.0 Safari/536.0",normal
9.65.208.194,6/28/2024 22:09,GET,/profile,200,2593,1581,http://walter.com/,Mozilla/5.0 (compatible; MSIE 8.0; Windows CE; Trident/5.1),anomaly
83.34.234.53,3/28/2024 15:53,POST,/upload,403,4538,3613,-,Mozilla/5.0 (Android 4.4.4; Mobile; rv:45.0) Gecko/45.0 Firefox/45.0,anomaly
98.208.74.218,6/6/2024 8:47,POST,/settings,500,344,3211,https://chan-stanley.biz/,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/28.0.869.0 Safari/536.2",anomaly
107.28.111.236,7/9/2024 6:19,GET,/comment,500,2551,3112,http://www.rojas.com/,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_1; rv:1.9.5.20) Gecko/2946-01-26 13:05:05.051193 Firefox/3.8,normal
156.248.66.83,6/21/2024 11:59,GET,/comment,404,2030,1503,https://www.barrera.com/,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.2; Trident/3.0),normal
3.102.163.39,2/1/2024 3:22,GET,/settings,404,2634,1447,-,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_5) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/62.0.858.0 Safari/532.2",anomaly
11.122.14.94,4/14/2024 5:00,GET,/help,301,4864,1469,-,Mozilla/5.0 (Android 2.3.5; Mobile; rv:25.0) Gecko/25.0 Firefox/25.0,normal
174.114.241.126,3/19/2024 17:14,POST,/products,403,883,4203,-,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; ms-MY) AppleWebKit/532.6.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B119 Safari/6532.6.5",anomaly
8.56.142.42,1/18/2024 8:24,POST,/admin,403,2550,3154,https://www.shannon-johnson.com/,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.2; Trident/3.1),normal
158.13.109.242,5/27/2024 4:29,GET,/products,404,1828,3519,-,Opera/8.25.(X11; Linux i686; uk-UA) Presto/2.9.190 Version/11.00,normal
95.151.141.191,6/5/2024 21:17,GET,/admin,200,3611,2289,http://www.gonzalez.com/,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.01; Trident/5.1),anomaly
131.199.130.211,4/4/2024 13:44,GET,/contact.html,200,3032,1961,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_9; rv:1.9.3.20) Gecko/5904-05-19 03:58:10.163834 Firefox/6.0,normal
93.18.232.55,3/3/2024 7:32,GET,/index.html,404,3615,4376,https://mejia-sparks.com/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/50.0.803.0 Safari/531.1",normal
26.227.91.203,2/27/2024 15:38,GET,/index.html,500,2629,4461,http://www.bryant.com/,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3 rv:6.0; ar-PS) AppleWebKit/531.35.6 (KHTML, like Gecko) Version/4.0 Safari/531.35.6",normal
84.124.179.100,3/24/2024 8:25,GET,/upload,301,2266,2610,-,Opera/8.90.(Windows NT 11.0; byn-ER) Presto/2.9.178 Version/10.00,normal
46.139.96.117,3/2/2024 14:41,GET,/contact.html,500,2478,4603,-,"Mozilla/5.0 (Windows; U; Windows NT 11.0) AppleWebKit/531.17.3 (KHTML, like Gecko) Version/5.1 Safari/531.17.3",anomaly
19.124.187.124,1/7/2024 21:16,GET,/help,500,1597,922,-,"Mozilla/5.0 (Linux; Android 2.2) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/46.0.822.0 Safari/535.1",anomaly
214.114.212.65,3/26/2024 3:11,GET,/products,500,514,3246,https://www.phillips-watson.com/,"Mozilla/5.0 (Linux; Android 2.3) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/27.0.849.0 Safari/535.1",normal
168.187.5.59,2/6/2024 2:25,POST,/help,404,3510,4920,http://white.com/,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; mag-IN) AppleWebKit/531.16.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B113 Safari/6531.16.6",anomaly
63.217.162.157,5/30/2024 20:09,POST,/admin,404,2863,4717,-,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/4142-05-11 11:36:57.608780 Firefox/10.0,normal
90.50.167.187,5/23/2024 12:10,POST,/help,500,3636,805,http://castillo-richard.com/,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_5_7 like Mac OS X) AppleWebKit/535.2 (KHTML, like Gecko) FxiOS/17.3j6411.0 Mobile/14J736 Safari/535.2",normal
197.82.60.25,4/17/2024 23:00,POST,/help,301,2700,4702,-,Mozilla/5.0 (Android 2.3.1; Mobile; rv:8.0) Gecko/8.0 Firefox/8.0,normal
89.95.124.19,3/25/2024 12:54,GET,/login,200,3033,2615,-,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 4.0; Trident/4.0),normal
168.235.55.219,5/30/2024 2:21,POST,/login,200,2381,3761,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_6 like Mac OS X) AppleWebKit/531.1 (KHTML, like Gecko) CriOS/17.0.874.0 Mobile/17Y502 Safari/531.1",anomaly
124.150.136.95,7/2/2024 8:19,POST,/help,500,3120,1872,-,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_4) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/51.0.811.0 Safari/535.0",anomaly
117.79.156.228,4/28/2024 6:51,POST,/login,404,2641,1565,-,"Mozilla/5.0 (Windows; U; Windows NT 10.0) AppleWebKit/531.20.5 (KHTML, like Gecko) Version/5.0.3 Safari/531.20.5",normal
204.168.193.179,1/5/2024 14:32,GET,/products,200,3675,3746,-,Opera/9.24.(X11; Linux x86_64; mn-MN) Presto/2.9.168 Version/12.00,normal
169.46.28.121,3/7/2024 10:35,GET,/admin,500,4444,4996,http://www.lewis.com/,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; ik-CA) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/4.0.5 Mobile/8B119 Safari/6533.21.1",normal
70.65.7.64,6/29/2024 11:27,POST,/help,404,4554,4297,http://henderson.com/,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/3.1),anomaly
204.9.32.83,2/21/2024 6:54,POST,/products,500,3423,1244,-,Mozilla/5.0 (Android 2.0; Mobile; rv:56.0) Gecko/56.0 Firefox/56.0,normal
18.232.83.116,6/13/2024 15:12,GET,/admin,500,483,255,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 2_2_1 like Mac OS X) AppleWebKit/532.1 (KHTML, like Gecko) FxiOS/10.6i8969.0 Mobile/92E184 Safari/532.1",normal
81.115.1.90,5/4/2024 9:11,GET,/comment,500,2708,1541,-,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.0; Trident/4.0),anomaly
45.50.64.89,3/8/2024 23:52,POST,/index.html,403,2101,3059,https://graves.com/,Mozilla/5.0 (compatible; MSIE 6.0; Windows CE; Trident/3.1),normal
178.173.18.91,2/2/2024 23:56,GET,/index.html,500,1443,3560,http://www.collins-mullins.com/,Opera/8.50.(X11; Linux x86_64; as-IN) Presto/2.9.175 Version/11.00,anomaly
96.70.175.78,3/18/2024 2:48,POST,/upload,403,1101,1689,-,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/531.23.7 (KHTML, like Gecko) Version/5.1 Safari/531.23.7",anomaly
111.254.60.147,2/9/2024 12:35,POST,/upload,301,196,1096,-,Mozilla/5.0 (Windows NT 6.1; nso-ZA; rv:1.9.1.20) Gecko/3145-07-06 06:15:36.497681 Firefox/6.0,normal
71.24.228.80,3/4/2024 23:02,POST,/settings,301,3220,3047,https://www.atkinson.org/,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; dz-BT) AppleWebKit/531.18.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B117 Safari/6531.18.2",anomaly
132.154.36.198,5/15/2024 2:42,GET,/contact.html,500,1395,1042,-,Opera/8.88.(X11; Linux x86_64; niu-NZ) Presto/2.9.166 Version/11.00,normal
144.233.171.89,2/24/2024 22:19,POST,/upload,301,829,2549,-,Opera/8.15.(Windows NT 10.0; fi-FI) Presto/2.9.182 Version/11.00,anomaly
81.217.102.31,5/24/2024 13:19,POST,/login,500,1004,4950,https://young.com/,Mozilla/5.0 (Android 6.0.1; Mobile; rv:11.0) Gecko/11.0 Firefox/11.0,anomaly
129.107.245.181,3/23/2024 1:34,POST,/comment,500,4179,2570,-,Opera/9.33.(X11; Linux i686; kok-IN) Presto/2.9.184 Version/11.00,normal
82.136.233.252,1/12/2024 20:08,GET,/help,200,4207,2587,https://sanders.com/,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_4) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/26.0.877.0 Safari/531.2",normal
31.223.136.202,5/25/2024 21:14,GET,/contact.html,301,32,387,https://www.taylor.com/,Opera/8.64.(Windows NT 10.0; lo-LA) Presto/2.9.169 Version/10.00,normal
70.38.8.194,2/15/2024 16:24,POST,/products,404,3277,2244,-,"Mozilla/5.0 (Linux; Android 4.4.1) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/36.0.899.0 Safari/533.0",normal
7.241.236.90,5/20/2024 17:41,GET,/login,404,1497,1317,https://bauer.com/,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; kk-KZ) AppleWebKit/532.8.1 (KHTML, like Gecko) Version/4.0.5 Mobile/8B115 Safari/6532.8.1",anomaly
153.213.251.203,5/2/2024 22:17,GET,/comment,500,370,1952,http://www.pitts.com/,Opera/9.60.(Windows NT 6.0; gez-ER) Presto/2.9.165 Version/12.00,normal
138.184.127.40,7/3/2024 13:16,GET,/login,301,915,532,https://www.miller.com/,Mozilla/5.0 (Windows NT 6.2; kk-KZ; rv:1.9.0.20) Gecko/6976-08-29 20:28:21.192383 Firefox/3.6.13,anomaly
47.58.115.142,4/4/2024 12:39,GET,/profile,301,2087,3456,http://www.carter.com/,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/29.0.803.0 Safari/532.2",normal
169.161.196.101,4/28/2024 23:37,GET,/admin,403,2898,4042,https://parker-pace.net/,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Win 9x 4.90; Trident/3.1),anomaly
151.252.228.78,6/5/2024 9:45,GET,/upload,403,3325,302,-,Mozilla/5.0 (Windows NT 6.2; hy-AM; rv:1.9.0.20) Gecko/6633-02-14 23:18:07.867371 Firefox/15.0,anomaly
159.86.79.163,2/12/2024 13:52,GET,/settings,200,4155,2128,https://thomas.info/,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.2; Trident/4.0),anomaly
160.254.37.130,4/2/2024 3:23,GET,/upload,301,3578,1739,http://lee.com/,Opera/9.14.(X11; Linux i686; yue-HK) Presto/2.9.188 Version/10.00,normal
166.57.176.85,2/23/2024 18:03,GET,/admin,301,2228,4163,https://www.taylor-freeman.com/,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/8547-12-29 05:40:56.949768 Firefox/14.0,anomaly
111.63.128.114,7/3/2024 22:23,GET,/index.html,403,367,3652,-,Opera/8.40.(Windows NT 6.1; wal-ET) Presto/2.9.178 Version/11.00,normal
24.176.133.35,5/18/2024 22:54,POST,/upload,200,4986,1465,https://www.garcia.com/,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.1; Trident/5.1),normal
163.153.48.25,4/5/2024 10:25,POST,/products,500,3754,4122,-,Opera/8.61.(X11; Linux x86_64; es-ES) Presto/2.9.187 Version/10.00,anomaly
10.145.67.45,5/2/2024 11:05,POST,/login,200,1680,937,-,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_7) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/59.0.850.0 Safari/532.0",normal
59.204.188.204,7/9/2024 2:05,GET,/index.html,404,45,1938,https://cole.com/,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_10_0 rv:4.0; hak-TW) AppleWebKit/533.17.2 (KHTML, like Gecko) Version/4.0.1 Safari/533.17.2",anomaly
211.20.76.250,3/18/2024 10:35,POST,/profile,301,4630,602,-,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Trident/4.1),normal
218.189.236.111,5/13/2024 6:38,POST,/contact.html,200,4969,2790,http://www.mata-matthews.biz/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/37.0.826.0 Safari/532.0",anomaly
186.146.16.206,4/23/2024 15:28,GET,/comment,403,2897,4143,-,Opera/8.33.(Windows NT 10.0; sa-IN) Presto/2.9.165 Version/10.00,anomaly
140.121.145.196,6/22/2024 13:26,GET,/help,301,1660,4085,http://schwartz.com/,Mozilla/5.0 (compatible; MSIE 8.0; Windows CE; Trident/3.0),normal
98.203.183.133,5/3/2024 21:34,POST,/comment,500,2391,1165,http://watson.com/,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_10_1) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/31.0.837.0 Safari/531.0",anomaly
155.2.214.37,7/10/2024 1:14,POST,/profile,500,4042,899,http://watson-johnson.com/,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_9) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/56.0.840.0 Safari/536.2",anomaly
197.50.65.66,3/20/2024 11:04,GET,/index.html,200,1408,3969,https://www.edwards.net/,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.01; Trident/3.0),anomaly
158.177.189.45,5/28/2024 4:28,POST,/profile,404,2873,2517,-,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.0; Trident/5.1),normal
105.21.33.68,6/27/2024 21:04,POST,/index.html,404,4679,2344,-,Opera/8.31.(X11; Linux x86_64; wa-BE) Presto/2.9.174 Version/10.00,anomaly
55.85.2.151,5/2/2024 22:15,POST,/help,200,2097,4616,https://www.campbell.biz/,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; mt-MT) AppleWebKit/532.38.3 (KHTML, like Gecko) Version/4.0.5 Mobile/8B114 Safari/6532.38.3",normal
144.104.62.57,3/24/2024 1:54,POST,/profile,200,2609,428,https://www.morales-johnson.com/,Opera/8.27.(Windows 95; pa-IN) Presto/2.9.164 Version/11.00,anomaly
54.160.186.30,1/22/2024 11:35,POST,/settings,200,585,2427,http://www.walker.biz/,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_12_4 rv:6.0; sl-SI) AppleWebKit/534.22.6 (KHTML, like Gecko) Version/5.1 Safari/534.22.6",anomaly
132.248.2.115,5/29/2024 8:23,GET,/help,403,1672,3778,-,Mozilla/5.0 (Windows NT 5.0; nso-ZA; rv:1.9.1.20) Gecko/4451-08-07 09:11:31.989471 Firefox/15.0,anomaly
118.14.220.182,2/17/2024 14:36,GET,/admin,403,3550,244,-,Opera/8.72.(X11; Linux i686; brx-IN) Presto/2.9.164 Version/10.00,normal
208.249.151.200,5/10/2024 17:12,GET,/upload,500,2140,1161,-,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/2344-01-23 03:14:37.635794 Firefox/3.8,anomaly
22.176.5.205,2/26/2024 0:00,POST,/help,301,2598,4758,https://www.lewis.biz/,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/532.1 (KHTML, like Gecko) FxiOS/16.3v6427.0 Mobile/66O992 Safari/532.1",normal
211.222.190.227,6/28/2024 14:07,GET,/help,403,3022,301,-,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/48.0.816.0 Safari/535.2",normal
60.73.39.128,3/8/2024 12:49,POST,/upload,500,3629,1508,-,Opera/8.23.(Windows NT 6.2; pl-PL) Presto/2.9.169 Version/12.00,normal
138.203.36.82,1/8/2024 18:15,GET,/comment,301,1502,4931,-,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/63.0.816.0 Safari/533.0",normal
199.167.241.64,2/26/2024 22:13,POST,/settings,500,3220,2855,http://www.campbell.biz/,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_6; rv:1.9.2.20) Gecko/7496-06-16 14:14:29.657501 Firefox/3.8,anomaly
222.248.223.191,5/30/2024 6:45,GET,/login,404,4086,2805,https://www.edwards.com/,"Mozilla/5.0 (Linux; Android 3.2.3) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/54.0.830.0 Safari/533.0",anomaly
135.95.121.201,2/11/2024 6:07,GET,/login,301,3881,1005,-,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/7236-11-23 22:31:24.139404 Firefox/3.8,normal
52.164.105.46,5/10/2024 16:45,POST,/admin,500,4216,178,-,Mozilla/5.0 (Android 4.0.2; Mobile; rv:53.0) Gecko/53.0 Firefox/53.0,normal
125.215.54.38,3/26/2024 4:45,GET,/settings,301,4507,1516,-,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 10.0; Trident/5.1),anomaly
83.213.151.198,1/21/2024 2:01,POST,/profile,301,4661,4949,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_6 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) CriOS/34.0.882.0 Mobile/99E053 Safari/536.2",normal
210.4.194.189,5/25/2024 2:29,GET,/profile,500,3025,1833,-,Opera/9.60.(Windows NT 10.0; hne-IN) Presto/2.9.184 Version/10.00,normal
32.160.203.75,5/19/2024 15:30,GET,/help,301,4899,3528,https://marsh.net/,Opera/8.14.(Windows NT 6.1; ia-FR) Presto/2.9.163 Version/12.00,normal
217.114.149.31,4/11/2024 18:35,POST,/contact.html,200,3868,1270,https://sullivan.com/,Opera/8.37.(X11; Linux x86_64; si-LK) Presto/2.9.171 Version/10.00,anomaly
87.9.56.167,2/16/2024 11:51,GET,/login,500,3640,1764,-,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.01; Trident/5.1),anomaly
20.211.11.195,5/31/2024 0:18,POST,/settings,500,1673,819,http://anderson-johnson.com/,Mozilla/5.0 (Windows NT 4.0; uk-UA; rv:1.9.0.20) Gecko/3784-08-06 04:58:54.430176 Firefox/9.0,normal
13.8.3.222,6/28/2024 23:55,GET,/comment,500,3043,2954,-,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Win 9x 4.90; Trident/5.0),anomaly
72.233.135.78,2/18/2024 12:34,POST,/help,301,3069,3851,http://www.spears.info/,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/8333-06-07 08:21:56.747894 Firefox/3.6.11,normal
129.120.172.130,3/24/2024 19:29,POST,/login,403,1105,3889,https://allen.info/,"Mozilla/5.0 (Linux; Android 4.0.2) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/51.0.867.0 Safari/532.0",normal
38.189.143.48,5/15/2024 4:38,GET,/settings,403,4714,1806,-,Opera/9.48.(Windows NT 5.01; aa-DJ) Presto/2.9.172 Version/11.00,anomaly
120.22.237.3,5/12/2024 16:29,GET,/login,403,2950,2552,-,Opera/9.25.(Windows NT 5.01; doi-IN) Presto/2.9.169 Version/10.00,normal
146.23.132.47,1/4/2024 16:29,POST,/index.html,404,22,4485,-,"Mozilla/5.0 (Windows; U; Windows NT 6.2) AppleWebKit/532.49.4 (KHTML, like Gecko) Version/5.0 Safari/532.49.4",anomaly
194.163.27.57,6/24/2024 15:09,GET,/admin,500,1633,2315,http://barber-bailey.biz/,Opera/8.48.(Windows NT 11.0; th-TH) Presto/2.9.162 Version/10.00,normal
135.26.244.179,1/29/2024 13:57,POST,/login,301,1163,3404,-,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.2; Trident/5.0),anomaly
113.214.225.200,4/17/2024 1:51,GET,/upload,404,650,2641,https://www.morales.org/,Mozilla/5.0 (Android 2.0; Mobile; rv:23.0) Gecko/23.0 Firefox/23.0,anomaly
23.69.206.119,7/5/2024 6:39,GET,/index.html,301,2394,2928,-,Opera/9.14.(Windows NT 6.1; ku-TR) Presto/2.9.179 Version/10.00,anomaly
211.79.8.144,5/28/2024 10:44,GET,/products,500,2793,3222,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_2 rv:2.0; iu-CA) AppleWebKit/535.1.4 (KHTML, like Gecko) Version/4.1 Safari/535.1.4",normal
96.7.55.30,1/9/2024 6:13,GET,/settings,200,33,3903,-,"Mozilla/5.0 (iPad; CPU iPad OS 17_3 like Mac OS X) AppleWebKit/531.0 (KHTML, like Gecko) FxiOS/9.9s0190.0 Mobile/29E139 Safari/531.0",anomaly
81.51.158.213,2/26/2024 16:40,GET,/products,403,1381,1782,-,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/21.0.848.0 Safari/533.1",normal
1.18.106.129,5/25/2024 7:48,GET,/admin,200,494,1957,-,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 11.0; Trident/3.0),anomaly
164.202.243.185,3/6/2024 15:02,POST,/profile,301,888,2103,https://www.anderson.com/,Opera/8.13.(Windows NT 6.0; ru-UA) Presto/2.9.172 Version/12.00,normal
208.56.95.243,3/6/2024 8:05,GET,/products,500,1471,3326,https://www.collins.org/,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.2; Trident/4.1),anomaly
17.227.228.97,6/17/2024 3:35,GET,/settings,301,646,2446,-,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_7 rv:3.0; tcy-IN) AppleWebKit/532.28.2 (KHTML, like Gecko) Version/5.0.3 Safari/532.28.2",normal
85.189.16.116,6/18/2024 23:32,GET,/profile,500,325,3949,-,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_10_1 rv:2.0; gez-ET) AppleWebKit/534.7.4 (KHTML, like Gecko) Version/4.0 Safari/534.7.4",anomaly
189.233.35.17,1/18/2024 19:18,GET,/contact.html,200,2713,1624,https://olson.com/,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.0; Trident/3.0),normal
28.250.197.185,1/9/2024 1:59,GET,/login,500,29,3388,http://walter.com/,Opera/9.15.(X11; Linux x86_64; gd-GB) Presto/2.9.186 Version/12.00,normal
9.226.108.170,5/12/2024 12:38,GET,/contact.html,301,3339,3306,https://miller-gutierrez.com/,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_1 rv:5.0; oc-FR) AppleWebKit/534.33.2 (KHTML, like Gecko) Version/4.1 Safari/534.33.2",normal
83.251.3.212,4/26/2024 22:02,GET,/products,404,2621,3776,-,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/9424-10-07 02:47:18.713257 Firefox/13.0,anomaly
52.152.117.46,5/26/2024 18:46,GET,/index.html,403,2180,4086,-,Mozilla/5.0 (compatible; MSIE 9.0; Windows 95; Trident/5.1),normal
220.231.0.211,6/25/2024 18:34,GET,/profile,301,707,4813,-,Opera/8.35.(Windows NT 6.1; kok-IN) Presto/2.9.173 Version/11.00,normal
34.30.132.206,2/22/2024 12:44,POST,/upload,403,3087,1498,http://www.wood.com/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/15.0.874.0 Safari/531.0",anomaly
19.212.131.81,7/15/2024 14:48,GET,/upload,200,166,2361,-,Mozilla/5.0 (compatible; MSIE 6.0; Windows 95; Trident/5.1),anomaly
130.89.236.108,4/14/2024 6:10,GET,/products,500,4122,668,http://smith-bailey.com/,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_10_1) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/44.0.874.0 Safari/531.1",normal
168.78.212.191,1/24/2024 8:00,GET,/admin,200,1221,2347,https://mueller.org/,Mozilla/5.0 (Windows 98; Win 9x 4.90; rw-RW; rv:1.9.1.20) Gecko/2059-06-03 17:24:50.445608 Firefox/3.8,anomaly
29.104.83.255,6/7/2024 9:24,POST,/upload,403,2059,4806,-,"Mozilla/5.0 (Windows; U; Windows NT 5.1) AppleWebKit/532.29.2 (KHTML, like Gecko) Version/4.0.3 Safari/532.29.2",anomaly
65.141.119.166,5/12/2024 20:49,GET,/upload,500,4298,2665,https://www.leblanc.com/,"Mozilla/5.0 (iPad; CPU iPad OS 4_3_5 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko) FxiOS/9.9b2900.0 Mobile/05F161 Safari/533.1",normal
137.229.135.74,7/12/2024 12:20,GET,/login,403,4879,3286,-,Opera/9.73.(X11; Linux x86_64; hu-HU) Presto/2.9.180 Version/11.00,normal
167.70.69.115,4/28/2024 21:42,POST,/upload,301,4952,1222,-,Opera/8.88.(Windows NT 10.0; raj-IN) Presto/2.9.189 Version/12.00,normal
24.164.234.86,3/20/2024 4:11,GET,/contact.html,403,326,1980,http://jordan-smith.net/,Opera/9.78.(Windows 98; Win 9x 4.90; ig-NG) Presto/2.9.177 Version/10.00,anomaly
2.42.48.123,7/15/2024 9:33,GET,/comment,500,3496,1957,https://smith.com/,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_4) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/56.0.851.0 Safari/533.2",normal
186.242.163.225,2/20/2024 20:56,GET,/profile,200,1266,4387,http://www.reid.org/,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_5 rv:4.0; et-EE) AppleWebKit/534.3.6 (KHTML, like Gecko) Version/4.0.5 Safari/534.3.6",anomaly
94.123.59.219,5/10/2024 12:26,GET,/products,500,1704,3966,http://www.tucker.com/,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.2; Trident/3.1),normal
4.51.57.188,7/9/2024 10:22,POST,/products,500,2569,466,-,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.1; Trident/3.0),normal
163.216.171.93,5/26/2024 12:58,POST,/help,301,298,397,http://www.rodriguez.biz/,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/45.0.857.0 Safari/535.0",normal
65.223.16.164,7/14/2024 14:17,POST,/upload,500,1159,1738,https://www.johnson.com/,Opera/9.92.(X11; Linux i686; ca-FR) Presto/2.9.177 Version/11.00,anomaly
7.199.235.12,4/21/2024 16:01,GET,/admin,404,1465,659,-,"Mozilla/5.0 (Windows 98) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/57.0.893.0 Safari/535.2",normal
74.254.99.163,1/13/2024 19:26,POST,/profile,404,1944,1154,-,Opera/8.12.(Windows 95; te-IN) Presto/2.9.165 Version/12.00,anomaly
107.52.100.231,5/15/2024 9:46,POST,/login,404,2837,1385,http://www.bryant-gordon.com/,Opera/9.63.(Windows NT 5.0; wa-BE) Presto/2.9.179 Version/12.00,normal
184.91.62.39,4/25/2024 12:46,GET,/index.html,500,1729,1479,http://velasquez-obrien.biz/,"Mozilla/5.0 (Windows NT 4.0) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/32.0.851.0 Safari/531.0",anomaly
